parnme,partrans,parval1,pargp,comments,subbasin,gw_basin
jh_coef_mult_01_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_01_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_01_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_01_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_01_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_01_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_01_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_01_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_01_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_01_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_01_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_01_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_01_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_01_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_02_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_02_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_02_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_02_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_02_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_02_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_02_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_02_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_02_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_02_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_02_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_02_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_02_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_02_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_02_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_02_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_02_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_02_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_02_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_02_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_02_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_02_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_03_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_03_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_03_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_03_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_03_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_03_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_03_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_03_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_03_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_03_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_03_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_03_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_03_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_03_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_03_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_03_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_03_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_03_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_03_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_03_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_03_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_03_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_04_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_04_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_04_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_04_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_04_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_04_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_04_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_04_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_04_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_04_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_04_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_04_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_04_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_04_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_04_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_04_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_04_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_04_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_04_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_04_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_04_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_04_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_05_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_05_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_05_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_05_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_05_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_05_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_05_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_05_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_05_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_05_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_05_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_05_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_05_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_05_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_05_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_05_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_05_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_05_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_05_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_05_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_05_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_05_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_06_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_06_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_06_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_06_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_06_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_06_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_06_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_06_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_06_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_06_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_06_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_06_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_06_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_06_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_06_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_06_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_06_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_06_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_06_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_06_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_06_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_06_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_07_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_07_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_07_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_07_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_07_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_07_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_07_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_07_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_07_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_07_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_07_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_07_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_07_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_07_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_07_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_07_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_07_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_07_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_07_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_07_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_07_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_07_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_08_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_08_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_08_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_08_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_08_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_08_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_08_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_08_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_08_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_08_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_08_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_08_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_08_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_08_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_08_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_08_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_08_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_08_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_08_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_08_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_08_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_08_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_09_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_09_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_09_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_09_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_09_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_09_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_09_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_09_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_09_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_09_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_09_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_09_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_09_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_09_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_09_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_09_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_09_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_09_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_09_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_09_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_09_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_09_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_10_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_10_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_10_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_10_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_10_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_10_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_10_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_10_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_10_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_10_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_10_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_10_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_10_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_10_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_10_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_10_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_10_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_10_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_10_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_10_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_10_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_10_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_11_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_11_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_11_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_11_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_11_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_11_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_11_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_11_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_11_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_11_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_11_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_11_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_11_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_11_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_11_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_11_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_11_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_11_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_11_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_11_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_11_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_11_22,none,1.0,prms_jh_coef,#,22,1
jh_coef_mult_12_01,none,1.0,prms_jh_coef,#,1,1
jh_coef_mult_12_02,none,1.0,prms_jh_coef,#,2,1
jh_coef_mult_12_03,none,1.0,prms_jh_coef,#,3,1
jh_coef_mult_12_04,none,1.0,prms_jh_coef,#,4,1
jh_coef_mult_12_05,none,1.0,prms_jh_coef,#,5,1
jh_coef_mult_12_06,none,1.0,prms_jh_coef,#,6,1
jh_coef_mult_12_07,none,1.0,prms_jh_coef,#,7,1
jh_coef_mult_12_08,none,1.0,prms_jh_coef,#,8,1
jh_coef_mult_12_09,none,1.0,prms_jh_coef,#,9,1
jh_coef_mult_12_10,none,1.0,prms_jh_coef,#,10,1
jh_coef_mult_12_11,none,1.0,prms_jh_coef,#,11,1
jh_coef_mult_12_12,none,1.0,prms_jh_coef,#,12,1
jh_coef_mult_12_13,none,1.0,prms_jh_coef,#,13,1
jh_coef_mult_12_14,none,1.0,prms_jh_coef,#,14,1
jh_coef_mult_12_15,none,1.0,prms_jh_coef,#,15,1
jh_coef_mult_12_16,none,1.0,prms_jh_coef,#,16,1
jh_coef_mult_12_17,none,1.0,prms_jh_coef,#,17,1
jh_coef_mult_12_18,none,1.0,prms_jh_coef,#,18,1
jh_coef_mult_12_19,none,1.0,prms_jh_coef,#,19,1
jh_coef_mult_12_20,none,1.0,prms_jh_coef,#,20,1
jh_coef_mult_12_21,none,1.0,prms_jh_coef,#,21,1
jh_coef_mult_12_22,none,1.0,prms_jh_coef,#,22,1
ks_001,none,498.94158935546875,upw_ks,111,1,1
ks_002,none,0.002115030074492097,upw_ks,121,2,1
ks_003,none,0.18260304629802704,upw_ks,131,3,1
ks_004,none,315.05010986328125,upw_ks,141,4,1
ks_005,none,500.0,upw_ks,151,5,1
ks_006,none,23.277801513671875,upw_ks,161,6,1
ks_007,none,4.1700001020217314e-05,upw_ks,170,17,0
ks_008,none,0.03261599689722061,upw_ks,180,18,1
ks_009,none,0.7982974648475647,upw_ks,191,9,1
ks_010,none,0.0003156989987473935,upw_ks,212,1,1
ks_011,none,186.46861267089844,upw_ks,213,1,1
ks_012,none,257.5430908203125,upw_ks,243,4,1
ks_013,none,0.00024811114417389035,upw_ks,312,1,1
ks_014,none,178.7917938232422,upw_ks,313,1,1
ks_015,none,0.0001488690177211538,upw_ks,314,1,1
ks_016,none,44.260501861572266,upw_ks,322,2,1
ks_017,none,0.2667219638824463,upw_ks,324,2,1
ks_018,none,0.356564998626709,upw_ks,332,3,1
ks_019,none,7.004650115966797,upw_ks,333,3,1
ks_020,none,3.9836313724517822,upw_ks,342,4,1
ks_021,none,10.749897956848145,upw_ks,343,4,1
ks_022,none,0.19317269325256348,upw_ks,344,4,1
ks_023,none,285.6308288574219,upw_ks,352,5,1
ks_024,none,0.576470673084259,upw_ks,353,5,1
ks_025,none,0.0022178797516971827,upw_ks,354,5,1
ks_026,none,44.3506965637207,upw_ks,362,6,1
ks_027,none,0.002019410254433751,upw_ks,364,6,1
ks_028,none,12.675580024719238,upw_ks,392,9,1
ks_029,none,1.5924651622772217,upw_ks,394,9,1
ks_030,none,7.550000191258732e-06,upw_ks,415,1,1
ks_031,none,435.5412902832031,upw_ks,418,1,1
ks_032,none,3.380000271135941e-05,upw_ks,425,2,0
ks_033,none,0.018312597647309303,upw_ks,435,3,1
ks_034,none,14.353002548217773,upw_ks,437,3,0
ks_035,none,0.0007914560264907777,upw_ks,465,6,1
ks_036,none,70.01215362548828,upw_ks,495,9,1
ks_037,none,0.4655170142650604,upw_ks,515,1,1
ks_038,none,8.210001396946609e-06,upw_ks,518,1,1
ks_039,none,3.400000059627928e-05,upw_ks,525,2,1
ks_040,none,0.1999019980430603,upw_ks,528,2,1
ks_041,none,0.40220099687576294,upw_ks,537,3,0
ks_042,none,0.36328503489494324,upw_ks,538,3,0
ks_043,none,54.35649490356445,upw_ks,548,5,1
ks_044,none,0.0008816420449875295,upw_ks,558,6,1
ks_045,none,0.0054841795936226845,upw_ks,565,6,1
ks_046,none,6.022200107574463,upw_ks,568,6,1
ks_047,none,0.7508898377418518,upw_ks,578,7,0
ks_048,none,27.40250015258789,upw_ks,588,8,0
ks_049,none,12.942000389099121,upw_ks,595,9,1
ks_050,none,9.862780570983887,upw_ks,598,9,1
ks_051,none,47.27229309082031,upw_ks,615,1,1
ks_052,none,0.005854520481079817,upw_ks,617,1,1
ks_053,none,341.37139892578125,upw_ks,618,1,1
ks_054,none,0.00267690047621727,upw_ks,625,2,1
ks_055,none,0.7512679696083069,upw_ks,627,2,1
ks_056,none,10.856500625610352,upw_ks,628,2,1
ks_057,none,1.3422800302505493,upw_ks,637,3,1
ks_058,none,0.03253864869475365,upw_ks,645,4,0
ks_059,none,2.7800003863376332e-06,upw_ks,647,4,1
ks_060,none,289.1712951660156,upw_ks,648,4,1
ks_061,none,213.70701599121094,upw_ks,655,5,1
ks_062,none,0.43460598587989807,upw_ks,657,5,1
ks_063,none,0.3111877143383026,upw_ks,658,5,1
ks_064,none,0.00623646005988121,upw_ks,665,6,1
ks_065,none,1.8599995428303373e-06,upw_ks,667,6,1
ks_066,none,0.21866029500961304,upw_ks,668,6,1
ks_067,none,256.4819641113281,upw_ks,795,9,1
ks_068,none,13.931200981140137,upw_ks,796,9,1
ks_069,none,3.6491785049438477,upw_ks,797,9,1
ks_070,none,0.0011898200027644634,upw_ks,798,9,1
ks_071,none,7.46000023355009e-06,upw_ks,1010,1,1
ks_072,none,0.00020295599824748933,upw_ks,1020,2,1
ks_073,none,159.23770141601562,upw_ks,1030,4,1
ks_074,none,0.004636778496205807,upw_ks,1040,4,1
ks_075,none,2.5259268283843994,upw_ks,1050,5,1
ks_076,none,0.130971297621727,upw_ks,1060,6,1
ks_077,none,0.4515388607978821,upw_ks,1070,7,0
ks_078,none,0.016559645533561707,upw_ks,1080,10,0
ks_079,none,10.508599281311035,upw_ks,1090,10,1
ks_080,none,500.0,upw_ks,1101,10,1
ks_081,none,0.3895837962627411,upw_ks,1110,1,0
ks_082,none,5.5423383712768555,upw_ks,1121,12,1
ks_083,none,5.759980201721191,upw_ks,1131,13,0
ks_084,none,0.6509612202644348,upw_ks,1140,4,0
ks_085,none,8.660001185489818e-06,upw_ks,1150,5,1
ks_086,none,11.298200607299805,upw_ks,1160,6,1
ks_087,none,24.099918365478516,upw_ks,1171,17,1
ks_088,none,12.690020561218262,upw_ks,1181,18,1
ks_089,none,1.1299999869152089e-06,upw_ks,1190,9,0
ks_090,none,499.13720703125,upw_ks,1191,19,1
ks_091,none,154.82701110839844,upw_ks,1211,21,1
ks_092,none,6.169999687699601e-05,upw_ks,1220,2,0
ks_093,none,1.6149499416351318,upw_ks,1260,6,1
ks_094,none,5.194210052490234,upw_ks,1290,9,1
ks_095,none,3.809999907389283e-05,upw_ks,1320,2,0
ks_096,none,0.003487349720671773,upw_ks,1350,5,0
ks_097,none,2.7999999474559445e-06,upw_ks,1360,6,1
ks_098,none,0.338040292263031,upw_ks,1370,7,0
ks_099,none,36.574100494384766,upw_ks,1380,8,0
ks_100,none,0.003941170405596495,upw_ks,1410,1,1
ks_101,none,0.00015485800395254046,upw_ks,1420,2,1
ks_102,none,2.740000309131574e-05,upw_ks,1430,3,1
ks_103,none,0.013578600250184536,upw_ks,1440,4,1
ks_104,none,0.005884802434593439,upw_ks,1450,5,1
ks_105,none,0.0050854990258812904,upw_ks,1460,6,1
ks_106,none,173.09080505371094,upw_ks,1480,8,0
ks_107,none,0.003862776793539524,upw_ks,1490,9,1
ks_108,none,0.0002345030225114897,upw_ks,2112,11,1
ks_109,none,2.1330959796905518,upw_ks,2113,11,1
ks_110,none,25.194440841674805,upw_ks,2122,12,1
ks_111,none,24.6531982421875,upw_ks,2123,12,1
ks_112,none,148.84127807617188,upw_ks,2182,18,0
ks_113,none,0.6036558747291565,upw_ks,2183,18,1
ks_114,none,69.19549560546875,upw_ks,3102,10,1
ks_115,none,78.1019058227539,upw_ks,3103,10,1
ks_116,none,82.10980224609375,upw_ks,3104,10,1
ks_117,none,0.05135970562696457,upw_ks,3112,12,1
ks_118,none,0.00024148802913259715,upw_ks,3114,11,1
ks_119,none,0.01703549735248089,upw_ks,3122,12,1
ks_120,none,279.4070129394531,upw_ks,3123,12,1
